national_absolute_potential_rank,area_id,postal_code,area_name,municipality_code,lat,lon,national_absolute_potential_score,estimated_switchers,population_final,estimated_commuters_base,jspi_score,recommended_campaign_type,recommendation_reason,data_confidence_level,commuting_data_source
216,90130,90130,Raksila,564,65.01729955765362,25.48616296183813,86.9,426.15143469029056,6955.0,1045.1,69.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
217,40250,40250,Ritoniemi-Lohikoski,179,62.279581889991135,25.758473557604503,86.8,393.4216710384327,6065.0,944.3,75.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
218,04320,04320,Riihikallio,858,60.37257436748985,25.018544904850522,86.7,388.1337335105424,5145.0,868.6999999999999,73.0,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
219,01260,01260,Itä-Hakkila,092,60.30459143252606,25.118269262522222,86.6,386.9920668695752,4683.0,793.8,80.6,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
220,00590,00590,Kruunuvuorenranta,091,60.1674682318339,25.019992209648034,86.6,384.1955957302725,4958.0,869.4,81.2,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
221,01650,01650,Vapaala,092,60.2636209408077,24.827159210725558,86.6,383.572136978774,4058.0,645.05,83.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
222,01800,01800,Klaukkala Keskus,543,60.38423051614865,24.736162653385932,86.5,384.18245536486796,11355.0,1922.8999999999999,57.9,liityntäpysäköinti + joukkoliikenne,suuri henkilömääräinen potentiaali; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
223,01490,01490,Nikinmäki,092,60.340128971435455,25.130964888269364,86.4,382.34396070193185,4620.0,843.5,79.7,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
224,02280,02280,Malminmäki-Eestinlaakso,049,60.17373008131712,24.688336857180026,86.3,375.73440749378557,4764.0,830.55,81.2,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
225,40530,40530,Keljonkangas,179,62.1847626326422,25.69484915532113,86.0,365.1063838296464,7135.0,1163.75,70.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
226,05810,05810,Martti,106,60.62304863655348,24.8807274922753,85.9,390.30621131887614,5544.0,961.0999999999999,66.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
227,02270,02270,Finnoo-Eestinmalmi,049,60.15376738225636,24.70835200487329,85.8,369.9466971109843,4620.0,831.25,79.9,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
228,00570,00570,Kulosaari,091,60.18048802113135,24.99672131765691,85.8,368.0332516093925,4193.0,699.3,81.7,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
229,40320,40320,Seppälän Teollisuusalue,179,62.26820355589834,25.788429191646145,85.8,360.4971512476943,5272.0,828.4499999999999,75.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
230,33180,33180,Lapinniemi-Käpylä,837,61.516486992590316,23.773570238661506,85.7,332.54879344757086,4300.0,767.1999999999999,65.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
231,90570,90570,Kaijonharju-Linnanmaa,564,65.05606639341538,25.48115295511386,85.6,376.87202435303345,8504.0,1210.6499999999999,65.1,liityntäpysäköinti + joukkoliikenne,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
232,04500,04500,Kellokoski,858,60.534669085409256,25.114484436529697,85.6,350.6434771791935,6141.0,1052.45,68.7,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
233,11130,11130,Peltosaari-Patastenmäki,694,60.717937169311966,24.806429854265343,85.6,339.9905037355095,9744.0,1438.1499999999999,61.8,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
234,90800,90800,Pateniemi,564,65.08765858519291,25.3914064799185,85.5,372.229096679757,8393.0,1342.6,63.3,liityntäpysäköinti + joukkoliikenne,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
235,90230,90230,Värttö-Maikkula,564,65.00502564763393,25.530233064027467,85.4,376.3834623645641,7332.0,1091.6499999999999,66.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
236,70800,70800,Pitkälahti,297,62.831662201316,27.62347483271299,85.4,313.1913428310384,4203.0,709.4499999999999,69.4,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
237,00680,00680,Itä-Pakila,091,60.24509653714032,24.96187470507432,85.3,354.89104189858375,3610.0,604.8,83.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
238,20760,20760,Piispanristi,202,60.402448862491845,22.31592661829391,85.3,351.2436818257582,5557.0,968.0999999999999,69.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
239,40420,40420,Jyskä,179,62.245409555699986,25.830769028681587,85.3,347.07065395954874,5072.0,834.05,73.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
240,02920,02920,Niipperi,049,60.27994814770949,24.73898462063671,85.3,342.3266247189691,6040.0,1074.1499999999999,77.6,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
241,21530,21530,Paimio Keskus,577,60.472998070682195,22.69676460646027,85.3,322.28402090636064,8969.0,1384.9499999999998,58.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
242,90150,90150,Höyhtyä,564,64.99275391972775,25.490813305215728,85.2,373.25431014002044,6174.0,942.55,67.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
243,00620,00620,Metsälä - Etelä-Oulunkylä,091,60.22362389359084,24.940641924899317,85.2,346.5981968992629,3450.0,540.4,84.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
244,02730,02730,Jupperi,049,60.25048034128524,24.764684689593505,85.2,341.8836018548462,4654.0,767.1999999999999,80.7,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
245,15150,15150,Möysä,398,60.97473722627722,25.69848024264756,85.2,314.93672632412995,4479.0,629.65,65.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
246,37500,37500,Lempäälä Keskus,418,61.29610515741369,23.7653517797536,85.1,348.8285210219564,9274.0,1389.85,58.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
247,50100,50100,Mikkeli Keskus,491,61.69054746304833,27.26812494404769,85.1,328.24530179275143,9797.0,1420.3,60.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
248,13210,13210,Hätilä,109,61.01509450095641,24.513699121298785,85.0,350.856307268652,8033.0,1145.8999999999999,60.8,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
249,90530,90530,Välivainio,564,65.03808991878815,25.470112055177385,84.9,367.07886302778076,6139.0,959.3499999999999,66.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
250,05200,05200,Rajamäki,543,60.53239332328299,24.769173812825805,84.9,360.0848784101679,7314.0,1149.75,59.9,liityntäpysäköinti + joukkoliikenne,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
251,80160,80160,Rantakylä-Latola,167,62.616146501149025,29.828607556686865,84.9,337.33899972512677,9902.0,1267.35,60.6,päätien liittymä + digitaalinen geomainonta,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
252,60150,60150,Kasperi,743,62.76626593783688,22.88589203574865,84.9,306.6373329224179,4495.0,632.0999999999999,60.8,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
253,90520,90520,Taskila-Toppila,564,65.04412141168524,25.426095141562577,84.8,351.08923740951946,8453.0,1331.75,63.7,liityntäpysäköinti + joukkoliikenne,suuri henkilömääräinen potentiaali; korkea autoilupaine; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
254,00280,00280,Ruskeasuo,091,60.201750460178076,24.906743619289212,84.8,341.32383320501935,3155.0,539.3499999999999,85.4,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
255,01900,01900,Nurmijärvi Keskus,543,60.46766889290266,24.837642710093643,84.8,334.7550144660844,9149.0,1459.5,59.8,liityntäpysäköinti + joukkoliikenne,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
256,26100,26100,Rauma Keskus,684,61.15226584976938,21.414818981147494,84.8,176.92062207160703,16603.0,2356.2,47.0,laaja digitaalinen aluekampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
257,02140,02140,Laajalahti,049,60.1974428900231,24.80476552308658,84.6,336.23216974585415,3759.0,618.0999999999999,79.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
258,28130,28130,Impola,609,61.47472452261445,21.80909562869312,84.5,345.4536168009956,6628.0,960.05,63.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
259,40200,40200,Mannila-Taulumäki,179,62.261876404434496,25.73474298374619,84.5,333.4444462718868,4482.0,752.8499999999999,73.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
260,40340,40340,Huhtasuo,179,62.26819188491297,25.804873364748264,84.4,312.11115111640163,6731.0,716.4499999999999,73.5,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
261,87250,87250,Kättö-Kätönlahti,205,64.24276817231303,27.775204197297704,84.3,286.813178426991,4128.0,643.65,56.6,laaja digitaalinen aluekampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
262,70700,70700,Särkiniemi,297,62.87494346370948,27.626679525756238,84.2,299.609564701778,3794.0,577.8499999999999,70.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
263,01670,01670,Vantaanlaakso,092,60.28371004444898,24.868361749583386,84.1,324.243927533774,2925.0,531.65,81.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
264,21100,21100,Naantali Keskus,529,60.44376778771534,22.016899396204177,84.1,308.7648728344466,7590.0,1016.05,61.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
265,70340,70340,Inkilänmäki,297,62.914701139049605,27.682957641048873,84.1,297.6413136489094,3873.0,564.1999999999999,70.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
266,87200,87200,Teppana,205,64.23651381882819,27.74433953328964,84.1,295.33315419962577,3875.0,586.25,59.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
267,45700,45700,Kuusankoski Keskus,286,60.90578143274995,26.6288313890919,84.0,323.5449541133039,8351.0,1026.55,59.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
268,02150,02150,Otaniemi,049,60.18229867733711,24.832059306453694,84.0,312.3736189792122,4661.0,613.1999999999999,79.6,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
269,40640,40640,Keltinmäki,179,62.224260738591106,25.67128076652706,84.0,310.1258228562889,6155.0,794.15,72.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
270,80230,80230,Hukanhauta,167,62.576946620257104,29.814526657142157,83.9,325.92019094828015,6835.0,1104.25,60.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
271,15210,15210,Kivistönmäki,398,61.000325389673264,25.671943858987373,83.9,286.6824027993884,4382.0,558.9499999999999,65.2,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
272,65200,65200,Palosaari,905,63.11001705961368,21.597396225168513,83.8,328.0625439166266,6350.0,969.15,62.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
273,04440,04440,Jamppa,186,60.49288829825445,25.069196118690424,83.8,310.89312005024277,4136.0,584.5,71.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
274,68600,68600,Pietarsaari Keskus,598,63.69079158669198,22.710798119754777,83.8,286.9791743191343,11589.0,1732.1499999999999,54.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
275,15540,15540,Villähde,398,60.93337500134837,25.824676263293053,83.8,260.1330861264708,4418.0,708.75,59.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
276,06400,06400,Gammelbacka,638,60.35300408476287,25.62042906510115,83.6,300.88901766762007,7718.0,1176.6999999999998,57.4,laaja digitaalinen aluekampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
277,39160,39160,Julkujärvi,980,61.566457465739816,23.513706056127184,83.4,285.2912875781026,4322.0,763.0,56.1,laaja digitaalinen aluekampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
278,00900,00900,Puotinharju,091,60.21538530693172,25.085984687655074,83.3,298.55321032799253,4302.0,588.6999999999999,81.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
279,02230,02230,Matinkylä,049,60.137535051924324,24.768140643183177,83.2,307.6874498691533,22927.0,3699.4999999999995,59.9,laaja digitaalinen aluekampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
280,20750,20750,Huhkola-Lauste-Vaala,853,60.43270269750771,22.345654068328795,83.2,288.040225927464,5217.0,630.6999999999999,75.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
281,70600,70600,Niirala-Huuhanmäki,297,62.8882641781421,27.652825333394375,83.1,281.85004591737123,3372.0,509.59999999999997,72.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
282,26660,26660,Paroalho,684,61.11758259832415,21.53735139426058,83.1,242.82649484794112,4643.0,687.4,55.8,laaja digitaalinen aluekampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
283,90250,90250,Kaukovainio,564,64.99031572366601,25.520320825340825,83.0,309.62523239820587,6930.0,896.3499999999999,64.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
284,33950,33950,Killo,604,61.47546479032094,23.706203614904698,83.0,305.7888630886958,6442.0,1113.6999999999998,59.6,laaja digitaalinen aluekampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
285,62100,62100,Lapua Keskus,408,62.951020082111825,22.991406659777315,83.0,271.47385568453535,10804.0,1588.3,51.7,laaja digitaalinen aluekampanja,suuri henkilömääräinen potentiaali; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
286,15500,15500,Liipola,398,60.96413202599847,25.667872746403365,83.0,264.14430888770227,4883.0,487.9,68.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
287,53300,53300,Lauritsala-Mälkiä,405,61.05786180387059,28.288958525571267,82.9,296.3477657814675,7142.0,996.4499999999999,58.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
288,02880,02880,Veikkola,257,60.27310895834151,24.434641957936886,82.9,288.13920409699045,5760.0,1008.6999999999999,63.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
289,11100,11100,Riihimäki Keskus,694,60.73438657284309,24.766379346316842,82.9,270.91043001485406,6624.0,940.4499999999999,66.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
290,21500,21500,Piikkiö,202,60.382561573464756,22.50092172077493,82.8,287.73213863173333,7235.0,1188.6,58.8,laaja digitaalinen aluekampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
291,80140,80140,Noljakka,167,62.63197041296496,29.66683587559826,82.8,282.98163915845726,8455.0,1169.0,58.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
292,37120,37120,Koskenmäki,536,61.4496962397337,23.421757267720636,82.8,277.1734411247967,10328.0,1716.75,54.5,laaja digitaalinen aluekampanja,suuri henkilömääräinen potentiaali; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
293,87700,87700,Lohtaja-Kettu,205,64.21667674964395,27.67888022676547,82.8,254.01923244111006,4220.0,553.3499999999999,55.4,laaja digitaalinen aluekampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
294,01640,01640,Hämevaara,092,60.253425706767985,24.80079995596112,82.7,283.94689964001066,3650.0,593.9499999999999,79.2,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
295,42100,42100,Jämsä Keskus,182,61.86379085994917,25.191391740358707,82.7,267.6176499421292,9428.0,1226.05,54.4,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
