national_absolute_potential_rank,area_id,postal_code,area_name,municipality_code,lat,lon,national_absolute_potential_score,estimated_switchers,population_final,estimated_commuters_base,jspi_score,recommended_campaign_type,recommendation_reason,data_confidence_level,commuting_data_source
2094,76280,76280,Partaharju,593,62.380906529385626,27.241238201155742,15.7,0.6976335697524413,159.0,30.45,13.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2095,31350,31350,Vistinkoski,834,60.68172009855859,23.931214797516038,15.7,0.6703978875012878,201.0,27.65,12.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2096,77570,77570,Jäppilä Keskus,593,62.41229099848186,27.428660012723856,15.7,0.1353783735914136,660.0,77.35,10.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2097,96700,96700,Niskanperä,698,66.45801736282024,25.551189215737544,15.7,0.0,736.0,129.5,15.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2098,95655,95655,Etelä-Portimojärvi,976,66.36800428863103,23.868860210200936,15.6,0.9292540577772572,114.0,15.049999999999999,11.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2099,61950,61950,Juonikylä,232,62.2606229003244,22.311015822647377,15.6,0.9079303553693435,139.0,13.649999999999999,13.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2100,64140,64140,Tiukka,287,62.32484087099463,21.531521033527504,15.6,0.22030964802426684,463.0,68.94999999999999,9.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2101,68320,68320,Ruotsalo,272,63.929274872334226,23.27998733566928,15.6,0.0,803.0,118.99999999999999,12.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2102,77910,77910,Vaajasalmi,686,62.70093278617349,26.854176276519205,15.5,0.9676873095156769,96.0,12.95,10.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2103,92620,92620,Piippola Keskus,791,64.13792407038987,26.086696370006536,15.5,0.0,825.0,113.05,7.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2104,66200,66200,Korsnäs Keskus,280,62.820839787486776,21.152691824201206,15.5,0.0,775.0,115.85,6.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2105,19320,19320,Nikkaroinen,781,61.399549385087674,25.65098652912638,15.4,0.9864020698082312,84.0,12.6,11.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2106,59610,59610,Tarnala,580,61.737313196089964,29.749404488404792,15.4,0.7485107437390507,160.0,20.65,11.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2107,68970,68970,Överpurmo,599,63.3973070029453,23.005364229575374,15.4,0.6483201875513379,207.0,24.849999999999998,12.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2108,25870,25870,Dragsfjärd,322,60.06468125407723,22.40194014161256,15.4,0.0,781.0,111.3,8.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2109,84770,84770,Isokoski,977,64.01597318478754,24.76786702607965,15.3,1.0024145158866489,79.0,13.649999999999999,15.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2110,77110,77110,Paltanen,593,62.32719403357848,26.920270946175666,15.3,1.0000753824773139,87.0,11.549999999999999,14.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2111,16270,16270,Villikkala,560,60.790267349162065,25.981741440968804,15.3,0.8715341925134668,121.0,15.399999999999999,14.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2112,71260,71260,Juurikkamäki,857,62.771860767835165,28.38277966215444,15.3,0.8499447531185954,121.0,15.399999999999999,10.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2113,62620,62620,Ala-Seppä,403,63.183444474297815,23.531935250698186,15.3,0.7815147464189519,141.0,18.9,10.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2114,74640,74640,Sulkavanjärvi,263,63.48065987185164,26.74141717101216,15.3,0.7525005120657209,140.0,21.0,11.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2115,63340,63340,Sapsalampi,010,62.444788639113796,23.670239921438938,15.3,0.7375459248891738,160.0,21.349999999999998,13.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2116,97250,97250,Raanujärvi,976,66.65363933348404,24.66697561524027,15.3,0.678682795668569,187.0,22.049999999999997,9.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2117,07840,07840,Lindkoski,407,60.625105408179564,26.288501626803225,15.3,0.6402833007877144,178.0,26.95,9.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2118,94300,94300,Pajusaari,240,65.75453190414234,24.458235311270798,15.3,0.5238038023759091,262.0,30.799999999999997,14.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2119,36570,36570,Kaivanto,211,61.38244027464726,24.15133515097242,15.3,0.3811661838462582,273.0,48.65,14.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2120,22330,22330,Tjudö,060,60.3698960005035,19.960109109464888,15.3,0.3099653805684124,310.0,57.4,6.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2121,29810,29810,Siikainen Keskus,747,61.90031884878015,21.822145408305754,15.3,0.054479527348039146,720.0,86.44999999999999,5.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2122,57120,57120,Savonlinna,740,61.87014113684253,28.85187862455868,15.2,1.2179001266884342,35.0,5.949999999999999,22.9,asema- ja junakampanja,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2123,89640,89640,Pesiökylä,777,64.9574555060538,28.599743424491468,15.2,0.913636930133694,95.0,14.35,11.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2124,82820,82820,Maukkula,146,62.5958449500128,30.805016041833337,15.2,0.6321777455722791,203.0,23.799999999999997,9.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2125,72310,72310,Niinivesi,921,62.96730132849433,26.532608708542696,15.2,0.6054218348148414,183.0,23.099999999999998,7.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2126,23930,23930,Pyhämaa,895,60.925813140799505,21.244063393288364,15.2,0.1739883139934382,477.0,67.19999999999999,10.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2127,36760,36760,Luopioinen Keskus,635,61.33187852351713,24.630958875819942,15.2,0.00682607119798757,760.0,100.1,8.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2128,66540,66540,Petsmo,499,63.28493000575892,21.7666513817063,15.2,0.0,663.0,116.89999999999999,10.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2129,95375,95375,Yli-Paakkola,845,65.99165656065092,24.734564008348197,15.1,0.9244564250162013,99.0,11.899999999999999,11.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2130,36880,36880,Vehkajärvi,211,61.509627906745116,24.85973768878483,15.1,0.9022337464233823,105.0,13.299999999999999,16.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2131,98950,98950,Saija,732,67.10557003863815,28.83597818035133,15.1,0.8512865025194436,103.0,15.749999999999998,9.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2132,19420,19420,Mansikkamäki,507,61.494318986818776,26.329651379275077,15.1,0.7432681168242856,139.0,21.0,12.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2133,51930,51930,Paatela,178,61.916568020630635,28.058061082091232,15.1,0.7199727541746304,139.0,22.049999999999997,11.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2134,19210,19210,Lusi,111,61.32985639963835,26.078510876383096,15.1,0.2510563135708715,392.0,55.65,12.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2135,89440,89440,Sakara,777,64.7823623446053,28.771669523804444,15.0,0.9240540625367605,91.0,11.899999999999999,11.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2136,14450,14450,Rimmilä,109,60.99086396057783,24.060436498990818,15.0,0.8548070772168601,116.0,14.7,16.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2137,25650,25650,Strömma,322,60.191508111505534,22.85936721104263,15.0,0.8445468335746796,109.0,14.35,12.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2138,63350,63350,Sulkavankylä,010,62.463526252099626,23.542148598690023,15.0,0.6289740177018365,182.0,23.799999999999997,12.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2139,49730,49730,Muurikkala,489,60.64441325437486,27.916177672128967,15.0,0.4777726921702938,239.0,33.599999999999994,7.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2140,86460,86460,Alpua,678,64.41045365609988,25.286450158494056,15.0,0.37286330210395585,342.0,37.449999999999996,12.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2141,58300,58300,Savonranta Keskus,740,62.19697077356731,29.1680266573073,15.0,0.18923463383925923,553.0,54.599999999999994,12.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2142,25640,25640,Förby,734,60.047338711150054,22.887540712980076,15.0,0.0,204.0,26.599999999999998,11.4,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2143,92430,92430,Paavola - Huumola,748,64.60780424639782,25.34044157591764,15.0,0.0,808.0,97.64999999999999,6.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2144,22430,22430,Saltvik,736,60.38001384643838,20.132476249396735,15.0,0.0,690.0,106.05,4.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2145,43800,43800,Kivijärvi Keskus-Sompala,265,63.11148995941577,24.961156983426562,15.0,0.0,850.0,94.85,4.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2146,58770,58770,Pihlajalahti,740,61.85804973297432,28.492626602272022,14.9,0.585750795514286,202.0,24.849999999999998,13.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2147,51980,51980,Lauteala,178,61.75083382361831,28.072327676511932,14.9,0.5709793149758511,204.0,25.549999999999997,10.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2148,49480,49480,Vanha-Summa,075,60.48755553700124,27.147790030897852,14.9,0.15984126947847146,430.0,66.5,12.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2149,21660,21660,Nauvo Keskus,445,60.185560289772894,21.871590005293598,14.9,0.0,733.0,98.35,16.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2150,88640,88640,Ontojoki,765,64.08960419975693,28.847730391297937,14.8,0.9659164749235929,68.0,11.899999999999999,13.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2151,71170,71170,Laukka-aho,857,62.93156572251956,28.38147037025433,14.8,0.8394335891611716,88.0,10.5,11.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2152,56550,56550,Niska-Pietilä,689,61.22392467423096,29.08449483046371,14.8,0.8160425716981033,107.0,15.399999999999999,10.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2153,43640,43640,Humppi,226,62.91736591095231,24.900978839719663,14.8,0.7778127863666953,117.0,16.799999999999997,11.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2154,86440,86440,Lampinsaari,678,64.41742694667805,25.129117044525515,14.8,0.6852718109602642,198.0,15.749999999999998,14.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2155,66280,66280,Taklax,280,62.73964335801866,21.30411905588025,14.8,0.31504033221805716,312.0,44.8,7.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2156,41210,41210,Jokihaara,892,62.4517895795335,25.515117174546834,14.8,0.14852426995672782,438.0,66.14999999999999,7.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2157,48130,48130,Katariina,285,60.45186044366159,26.942793290622586,14.8,0.0,689.0,96.6,24.8,asema- ja junakampanja,korkea autoilupaine; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2158,49270,49270,Pyhtää kk,624,60.459111169413006,26.52962291942164,14.8,0.0,750.0,93.1,8.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2159,83830,83830,Hukkala,607,62.92008340798632,29.097484343207075,14.7,0.8538229717885348,106.0,11.549999999999999,10.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2160,46730,46730,Ruotila,286,60.69492087860819,27.073942123853875,14.7,0.8041462895827306,116.0,14.35,17.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2161,86470,86470,Lumimetsä,678,64.32782604654747,25.222525754135805,14.7,0.6709555158132492,153.0,19.599999999999998,13.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2162,37720,37720,Ritvala,908,61.1777291154884,24.16815395631471,14.7,0.5930628946602363,181.0,22.4,14.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2163,32620,32620,Rutava,102,61.07267810345798,22.735711491754074,14.6,0.2108762364632129,364.0,56.0,10.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2164,03430,03430,Jokikunta,927,60.40705712147176,24.188976566311023,14.6,0.0545561217192444,505.0,84.69999999999999,12.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2165,82430,82430,Puhos-Leinovaara,260,62.08121048401884,29.801318984011246,14.6,0.017162979421579565,728.0,77.69999999999999,8.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2166,48810,48810,Rantahaka,285,60.52809140692403,27.007299886347063,14.6,0.0,659.0,92.75,17.2,kevyt alueellinen joukkoliikenneviesti,korkea autoilupaine; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2167,83320,83320,Risti-Juojärvi,426,62.57997897044465,29.188515253269532,14.5,0.982569362695708,62.0,8.75,15.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2168,62640,62640,Savonkylä,403,63.05184633146179,23.612278434317037,14.5,0.8225142557357938,99.0,12.6,10.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2169,51360,51360,Koivula-Synsiö,213,62.13823336983869,26.401658572150946,14.5,0.5244507201055364,176.0,28.349999999999998,9.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2170,64240,64240,Böle,545,62.37897913327815,21.30131152790417,14.5,0.3665892480164473,257.0,38.5,10.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2171,83720,83720,Kuorevaara,607,62.79271995910184,29.485103066901317,14.5,0.36558364699977647,250.0,39.199999999999996,9.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2172,29700,29700,Ahlainen,609,61.69655705718775,21.549970342923167,14.5,0.0016313724484540934,678.0,87.5,12.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2173,99830,99830,Saariselkä,148,68.37244856749793,27.208451394776393,14.5,0.0,441.0,112.0,7.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2174,81570,81570,Kelvä,422,63.06672486337987,30.128784677687225,14.4,0.8198989996263345,97.0,12.6,12.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2175,39940,39940,Kantti,230,62.094389086672805,22.499477361903732,14.4,0.44351478555790774,212.0,30.799999999999997,8.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2176,64550,64550,Rangsby,545,62.61406703713021,21.183278077117908,14.4,0.2973629661132485,272.0,45.5,10.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2177,19910,19910,Tammijärvi,435,61.818577004946725,25.77085370021737,14.4,0.17089312378530863,422.0,52.849999999999994,5.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2178,22550,22550,Vårdö,941,60.29502594633174,20.38223296764773,14.4,0.08459088187239687,430.0,73.14999999999999,5.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2179,81750,81750,Pankakoski,422,63.399874942601485,30.329096574432572,14.4,0.0,739.0,82.6,7.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2180,99400,99400,Enontekiö Keskus,047,68.35685806510538,23.54437198011657,14.4,0.0,614.0,89.94999999999999,5.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2181,99980,99980,Utsjoki Keskus,890,69.84946794775608,26.56646658670671,14.4,0.0,639.0,88.19999999999999,3.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2182,91730,91730,Kankari,785,64.55008177602062,26.99842586688791,14.3,0.8012108805205305,97.0,11.2,9.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2183,54430,54430,Hujakkala,405,60.696262511314,28.006654680149488,14.3,0.7250327767932684,135.0,13.649999999999999,15.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2184,46450,46450,Enäjärvi,286,60.830612028427055,27.11778744120481,14.3,0.6226237577204232,141.0,21.349999999999998,16.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2185,81820,81820,Kylänlahti,422,63.34058658601111,29.702470304825777,14.3,0.37707913578215896,279.0,29.4,10.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2186,92260,92260,Kopsa,678,64.56421525589022,24.658128488070876,14.3,0.37242655313145484,258.0,33.599999999999994,12.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2187,77930,77930,Kerkonjoensuu,686,62.77778420658965,26.633592802931652,14.3,0.28499141640369957,337.0,39.199999999999996,7.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2188,49300,49300,Tavastila,285,60.58264438284592,26.97086360509103,14.3,0.0,591.0,88.19999999999999,22.9,asema- ja junakampanja,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2189,21630,21630,Lielahti,445,60.28762580576292,22.40893126354822,14.3,0.0,543.0,95.19999999999999,10.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2190,49630,49630,Vehkajoki,075,60.62817319128868,27.226594803435454,14.2,0.8194439995040658,94.0,10.5,16.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2191,16790,16790,Manskivi,098,61.090366740968264,25.338566972615645,14.2,0.7916749445385034,88.0,14.35,14.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2192,43480,43480,Pääjärvi,729,62.765336266048024,24.80261742560521,14.2,0.7063162497732631,114.0,16.45,12.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2193,83140,83140,Puromäki,426,62.53644125768071,29.52415347769477,14.2,0.6908073517580111,121.0,16.799999999999997,13.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2194,07370,07370,Pellinki,638,60.22366789560928,25.95672311876144,14.2,0.04678201028091439,141.0,19.25,11.7,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2195,66910,66910,Soklot,893,63.59587003909214,22.4860952361832,14.2,0.015722357181535234,519.0,82.25,9.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2196,91950,91950,Temmes,859,64.65764045684489,25.560952529344323,14.2,0.0,615.0,81.89999999999999,8.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2197,82675,82675,Niirala-Jänisjoki,848,62.1692703301011,30.624338381591436,14.1,0.8774959818573088,77.0,9.45,11.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2198,14930,14930,Sappee,109,61.28232804240786,24.70801096611776,14.1,0.8299624864628783,88.0,11.2,17.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2199,72330,72330,Tiitilänkylä,921,62.86579183067711,26.57967993524584,14.1,0.8059446122977995,90.0,11.2,8.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2200,31930,31930,Vanttila,619,61.14256134831849,22.966983371713365,14.1,0.7790735253801997,93.0,12.25,10.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2201,39880,39880,Kihniö Asemanseutu,250,62.148072148837564,23.293890280763698,14.1,0.6797756460824491,127.0,15.399999999999999,8.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2202,31950,31950,Sadonmaa,619,61.030240033274154,23.21157064556861,14.1,0.6172242110808849,153.0,16.45,9.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2203,49640,49640,Paijärvi,075,60.64913714572187,27.273300940828825,14.1,0.5789154374209567,154.0,21.0,13.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2204,62260,62260,Hirvijoki,233,63.063079630449785,23.247138095924313,14.1,0.5121939936093578,165.0,25.2,12.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2205,95365,95365,Maula,241,65.90153533693606,24.754210017154076,14.1,0.38700111413956895,238.0,31.499999999999996,10.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2206,69440,69440,Lestijärvi Keskus,421,63.534905107086665,24.69766747207014,14.1,0.1935370421708634,373.0,46.55,5.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2207,21710,21710,Korppoo Keskus-Utö,445,60.10020093376394,21.536763382668152,14.1,0.0,592.0,84.0,9.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2208,51310,51310,Levä,213,61.90763660811826,26.487115249991398,14.0,0.7255604832884941,116.0,11.899999999999999,11.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2209,89540,89540,Moisiovaara,105,64.59326731578625,29.134800489766743,14.0,0.635348675310712,161.0,12.95,7.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
