underused_transit_potential_rank,area_id,postal_code,area_name,municipality_code,lat,lon,underused_transit_potential_score,car_pressure_score,public_transport_service_score,accessibility_score,travel_time_competitiveness_score_final,estimated_switchers,jspi_score,recommended_campaign_type,recommendation_reason,data_confidence_level,commuting_data_source
119,04200,04200,Kerava Keskus,245,60.41264787401765,25.094708392682254,87.4,0.6631006537274318,0.9350654603832991,0.9785720461355613,0.9524680946842039,1033.8953450865286,80.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
120,01230,01230,Vaarala,092,60.26226746963477,25.100853427638604,87.3,0.8618471936465799,0.8742769155348806,0.8890422287311601,0.8801830408133924,275.9694286274535,78.5,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
121,02240,02240,Friisilä,049,60.16996571682626,24.71491941427817,87.3,0.8824727694805415,0.8827532361664594,0.8937014447003542,0.8871325195800173,233.56917965026295,78.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
122,02110,02110,Otsolahti,049,60.1748158061161,24.818542988468426,87.2,0.8652654456709433,0.8882703382544996,0.8863907496785888,0.8875185028241354,245.98364270948295,78.2,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
123,20250,20250,Pitkämäki-Muhkuri,853,60.459768801801175,22.229106181141393,87.2,0.775042375565471,0.9350968751156432,0.9463471221739637,0.9395969739389713,120.58903093025927,70.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
124,00790,00790,Viikki,091,60.21794674837911,25.019848456228793,87.1,0.9520246762797632,0.8341311094186615,0.8622559454052716,0.8453810438133056,800.2979775624071,88.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
125,02720,02720,Lähderanta,049,60.23996589690708,24.74301677914344,87.1,0.8901477415473813,0.8843121546857171,0.9113856954546863,0.8951415709933048,236.3761353352414,78.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
126,20720,20720,Vasaramäki,853,60.43530710351086,22.293305251373145,86.9,0.797983992410433,0.9396633566359656,0.9315401735997937,0.9364140834214969,472.50105036927283,80.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
127,04260,04260,Savio,245,60.37790112096302,25.089540364978593,86.8,0.6540453962167776,0.9117265481054428,0.9783115199857827,0.9383605368575788,596.7631116663663,77.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
128,02340,02340,Latokaski,049,60.18096329416295,24.65784917151681,86.8,0.8929432948340658,0.8565464856548433,0.883634871162921,0.8673818398580744,399.62320523141204,81.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
129,01660,01660,Varisto,092,60.270985122313554,24.814647979123766,86.8,0.8565632213926675,0.9224978923705003,0.9183077291374264,0.9208218270772707,177.02047442805468,75.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
130,01260,01260,Itä-Hakkila,092,60.30459143252606,25.118269262522222,86.7,0.8621462095912601,0.8703967489165803,0.8964353983111877,0.8808122086744232,386.9920668695752,80.6,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
131,01640,01640,Hämevaara,092,60.253425706767985,24.80079995596112,86.6,0.8725671678222281,0.9029141928940196,0.8773002121369624,0.8926686005911968,283.94689964001066,79.2,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
132,00340,00340,Kuusisaari - Lehtisaari,091,60.17971635369543,24.85821265808026,86.4,0.9557858739735046,0.8493740217420556,0.884038783720178,0.8632399265333045,161.61810432056538,77.5,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
133,70110,70110,Etu-Niirala,297,62.89422372239151,27.672290457821244,86.2,0.6822375732880467,0.9246752426507252,0.9641088319210497,1.0,446.69114400922746,76.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
134,01720,01720,Petikko,092,60.27767856120845,24.816570417586767,86.2,0.8642640913718149,0.945740294324235,0.9405458842872729,0.9436625303094501,5.629523850108936,53.0,asema- ja junakampanja,joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
135,20320,20320,Kuninkoja-Mälikkälä,853,60.47440057047683,22.2377662749885,86.1,0.8183116446821441,0.8694187309143735,0.9156487696783755,0.8879107464199743,1268.837256315287,85.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
136,00900,00900,Puotinharju,091,60.21538530693172,25.085984687655074,86.1,0.9267339189853132,0.8874964988472818,0.8986277406611108,0.8919489955728134,298.55321032799253,81.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
137,02280,02280,Malminmäki-Eestinlaakso,049,60.17373008131712,24.688336857180026,85.9,0.8903320289724573,0.8601218627996468,0.8602560968397093,0.8601755564156718,375.73440749378557,81.2,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
138,00820,00820,Roihuvuori,091,60.19725143913387,25.058570095417565,85.7,0.9533766973549984,0.8325589345325586,0.8515618266276846,0.8401600913706091,554.6500763233399,85.8,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
139,04420,04420,Kyrölä,186,60.45876397132337,25.10673614948029,85.5,0.6638678725546194,0.84242863267263,0.9941275241858921,0.9031081892779348,419.1396098057397,74.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
140,01490,01490,Nikinmäki,092,60.340128971435455,25.130964888269364,85.3,0.8541613575692923,0.8462695994997746,0.8729525229942867,0.8569427688975795,382.34396070193185,79.7,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
141,02730,02730,Jupperi,049,60.25048034128524,24.764684689593505,85.3,0.8922995737446957,0.8785942112398175,0.8456895191475369,0.8654323344029052,341.8836018548462,80.7,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
142,02300,02300,Nöykkiönpuro,049,60.161398077288325,24.673233249982964,85.3,0.8726998783122916,0.8681379664046378,0.8711976354759466,0.8693618340331613,210.74194892195374,76.8,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
143,40700,40700,Mäki-Matti,179,62.24235662340402,25.723287438014122,85.0,0.7682021787264459,0.8974834844998383,0.9315453194400776,0.911108218475934,444.34091534920157,78.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
144,02810,02810,Gumböle-Karhusuo,049,60.222937750963304,24.627309635436994,84.9,0.8547455942510577,0.8147722087243237,0.9323476380973145,0.86180238047352,159.4400440131459,73.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
145,02150,02150,Otaniemi,049,60.18229867733711,24.832059306453694,84.8,0.869542151406458,0.8901838688938124,0.9069658585122011,0.8968966647411679,312.3736189792122,79.6,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
146,00590,00590,Kruunuvuorenranta,091,60.1674682318339,25.019992209648034,84.6,0.8942958753163078,0.8527309264775762,0.8481111479273936,0.8508830150575032,384.1955957302725,81.2,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
147,02320,02320,Espoonlahti,049,60.14776871623004,24.637696604614877,84.3,0.8714736364192434,0.8305454555088989,0.8807284587115066,0.850618656789942,1193.7715137350317,86.5,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
148,00930,00930,Itäkeskus - Marjaniemi,091,60.20145539578671,25.08838472571169,84.3,0.9489012782266588,0.8178733665614026,0.8730549064222689,0.8399459825057491,464.96725101211524,84.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
149,01420,01420,Päiväkumpu,092,60.32384406643176,25.11022899135324,84.2,0.8357044373119229,0.8617147782479997,0.8939623838873582,0.874613820503743,244.56502808222265,76.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
150,04340,04340,Mattila,858,60.40947355708382,25.071508645775815,84.2,0.6698129655410571,0.9006571703766164,0.94192075328494,0.9171626035399458,203.51945554331212,70.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
151,02270,02270,Finnoo-Eestinmalmi,049,60.15376738225636,24.70835200487329,84.1,0.871624593265095,0.8179070108664765,0.860762047922192,0.8350490256887628,369.9466971109843,79.9,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
152,70300,70300,Linnanpelto,297,62.904299883407504,27.67680907974597,83.7,0.6482243984434004,0.9001670248157738,0.9602125088765394,1.0,145.33755964276799,66.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
153,70500,70500,Männistö,297,62.90248934673391,27.70280802857356,83.5,0.6820256141817296,0.8932256587658838,0.953017989499757,1.0,562.2328970907998,76.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
154,40720,40720,Nisula,179,62.2480298318183,25.731147525231084,83.4,0.7714570906814466,0.881604997446704,0.9427102454065969,0.9060470966306611,210.25090407712796,73.2,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
155,70600,70600,Niirala-Huuhanmäki,297,62.8882641781421,27.652825333394375,83.3,0.6768528413281907,0.8996619619670356,0.9449408097404914,1.0,281.85004591737123,72.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
156,15100,15100,Lahti Asemanseutu,398,60.97562921930963,25.662095746425234,83.1,0.756195559675253,0.7530901529909122,0.9501095414633508,1.0,565.853132675391,77.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
157,00840,00840,Yliskylä,091,60.1782007232088,25.050185629718936,83.0,0.8904538414606361,0.8298358328047495,0.8448273062989498,0.8358324222024296,608.6492114847168,84.0,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
158,02100,02100,Tapiola,049,60.17011094653227,24.823177068383885,83.0,0.8441479806706491,0.8126106834589926,0.870319636575188,0.8356942647054708,529.9005304130661,81.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
159,20880,20880,Uittamo,853,60.42117468768715,22.25964073696239,82.8,0.8027780895993316,0.8754838410963519,0.9033596216532831,0.8866341533191244,276.1976720487724,75.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
160,01630,01630,Hämeenkylä,092,60.26518041261619,24.786737665985967,82.8,0.8641557587245733,0.8542175522640885,0.8462964905455634,0.8510491275766785,156.42230715366426,73.7,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
161,01200,01200,Hakunila,092,60.275371956219665,25.129581622705615,82.5,0.8683598434023557,0.8107864048539668,0.8577384797258896,0.8295672348027359,827.4073477991203,84.8,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
162,01680,01680,Askisto,092,60.29070242644636,24.77946901199738,82.5,0.8608110662434154,0.7880191835107901,0.8934435780919951,0.8301889413432721,166.7281453878044,73.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
163,00140,00140,Kaivopuisto - Ullanlinna,091,60.151909122167375,24.958802637767178,82.4,0.8777445107321817,0.7365725320859193,0.8955891305391623,0.8001791714672165,615.8942498096196,82.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
164,70200,70200,Puijonlaakso,297,62.904600689128955,27.64330932048213,82.3,0.686543338218708,0.8651706206425469,0.8972137491491687,1.0,628.8684018660022,77.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
165,01530,01530,Veromiehenkylä,092,60.31295246378423,24.94788839063821,82.3,0.8777298514128171,0.7558520569549626,0.8956989964493257,0.8117908327527079,83.7083051279209,68.5,asema- ja junakampanja,joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
166,20610,20610,Varissuo,853,60.4464895363793,22.35026591803337,82.1,0.8052732462651596,0.8579130110301307,0.9029742206698055,0.8759374948860006,794.7271520548002,83.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
167,04410,04410,Järvenpää Keskus,186,60.48828449490797,25.097292364929064,82.0,0.628075285333028,0.8532001694993896,0.957253617830573,0.8948215488318629,978.7990159288508,78.2,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
168,02170,02170,Haukilahti,049,60.15948507522027,24.779498810971923,81.9,0.8814059044892424,0.8087845985029327,0.834535451035229,0.8190849395158513,399.6284581347148,80.4,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
169,04250,04250,Alikerava,245,60.386887257618035,25.118829315097102,81.6,0.6215792876594219,0.8570004797238815,0.9584649484477294,0.8975862672134207,450.64656281251524,72.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
170,04440,04440,Jamppa,186,60.49288829825445,25.069196118690424,81.4,0.6499754925380292,0.8514304195871074,0.986814481285405,0.9055840442664265,310.89312005024277,71.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
171,20360,20360,Runosmäki-Kärsämäki,853,60.486724604860385,22.27371941570628,81.3,0.8045602909996639,0.864255590949411,0.8603153918353927,0.8626795113038037,664.7486169875493,81.5,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
172,20740,20740,Ilpoinen-Harittu,853,60.41455822042117,22.295974219539044,81.2,0.8010451433883723,0.8444547603521102,0.8589409255141716,0.8502492264169348,583.9709420428238,80.4,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
173,40520,40520,Kuokkala-Ristikivi,179,62.2231394008795,25.772392368930575,81.1,0.7777268993212063,0.8128997777731435,0.8778678961327464,0.8388870251169847,1147.7800355842476,82.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
174,04430,04430,Kinnari-Mikonkorpi,186,60.46964793105262,25.12564728080515,81.0,0.6541038407784834,0.777768432771722,0.946193613235482,0.845138504957226,805.5824053116914,77.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
175,70620,70620,Haapaniemi,297,62.882007298203504,27.661371463358268,80.9,0.6926741544085924,0.8719543737724467,0.9238467232110865,1.0,160.74261862263577,68.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
176,40600,40600,Mattilanpelto,179,62.229096985611946,25.714903151309542,80.7,0.7510221787831175,0.8574633999944019,0.9276747573895511,0.8855479429524615,155.75822938011453,69.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
177,00990,00990,Aurinkolahti,091,60.20084171694089,25.171324531287237,80.6,0.8805409998782268,0.7365724364392396,0.8822929872219137,0.7948606567523093,662.5562298245951,82.7,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
178,02260,02260,Kaitaa,049,60.14299305765915,24.693674566721683,80.5,0.8874862626159119,0.7787330307953224,0.8265063317563067,0.7978423511797161,255.48331766422007,77.0,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
179,04130,04130,Sipoo,753,60.378627580379884,25.259905825868717,80.4,0.5562622657096983,0.8288401656860764,0.9747108816522911,0.8871884520725624,697.2839032765052,73.0,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
180,01740,01740,Tuupakan teollisuusalue,092,60.29870308965712,24.904170383182965,80.3,0.8514873558946893,0.8594836491109881,0.9156267374429455,0.8819408844437711,13.182528313916057,56.2,asema- ja junakampanja,joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
181,04220,04220,Ahjo-Kaskela,245,60.4056695097008,25.152407955583904,80.0,0.6550516675396931,0.8318393507022919,0.8855792088756665,0.8533352939716417,401.30526370224936,72.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
182,20730,20730,Skanssi,853,60.42503703689408,22.32478941226942,79.8,0.7708848053827682,0.8391876775672944,0.8823516153648823,0.8564532526863295,104.48564121307345,67.6,bussikäytävä- ja pysäkkikampanja,joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
