underused_transit_potential_rank,area_id,postal_code,area_name,municipality_code,lat,lon,underused_transit_potential_score,car_pressure_score,public_transport_service_score,accessibility_score,travel_time_competitiveness_score_final,estimated_switchers,jspi_score,recommended_campaign_type,recommendation_reason,data_confidence_level,commuting_data_source
2688,66970,66970,Hirvlax,893,63.44675643885082,22.22355568305289,0.0,0.3525909845702415,0.0,0.0,0.0,0.0,7.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2689,74200,74200,Vieremä Keskus,925,63.79256003542668,27.048045787509807,0.0,0.2687409635727358,0.0,0.0,0.0,0.0,7.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2690,81750,81750,Pankakoski,422,63.399874942601485,30.329096574432572,0.0,0.3307632946160281,0.0,0.0,0.0,0.0,7.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2691,35610,35610,Pihlaisto,182,61.88696898301486,24.69674222433802,0.0,0.4571580314477174,0.0,0.0,0.0,0.0,7.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2692,66999,66999,Kaukaluoto,499,63.30494797918088,21.696847686797163,0.0,0.4567418016327178,0.0,0.0,0.0,0.0,7.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2693,73230,73230,Syvärinpää,402,63.42196016113671,27.873050096011127,0.0,0.3607523869655095,0.0,0.0,0.0,0.0,7.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2694,79520,79520,Viljolahti,915,62.21161447868065,28.543848526648585,0.0,0.4478072830701173,0.0,0.0,0.0,0.0,7.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2695,79700,79700,Heinävesi Keskus,090,62.384726246402025,28.553188688345763,0.0,0.2369629619997608,0.11344066184961812,0.1434332494481604,0.0,0.0,7.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2696,82900,82900,Ilomantsi Keskus,146,62.58725551538896,31.040376587442847,0.0,0.25740557365508,0.0,0.0,0.0,0.0,7.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2697,39290,39290,Vesajärvi,108,61.648293973783574,22.906698949139585,0.0,0.4036604445582368,0.00364725990863872,0.0,0.002188355945183232,0.0,7.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2698,97685,97685,Siika-Kämä,698,66.23226282896975,26.473993866781502,0.0,0.5251154793562243,0.0,0.0,0.0,0.0,7.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2699,21720,21720,Korpoström,445,60.102128910107055,21.56450901640106,0.0,0.4155609597474591,0.12197875618933013,0.1365300553975822,0.0,0.0,7.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2700,38750,38750,Veneskoski,214,61.75776983866691,22.219942735552237,0.0,0.3563692953398125,0.012617446249333092,0.0,0.007570467749599854,0.0,7.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2701,72400,72400,Pielavesi Keskus-Jylänki,595,63.2888263108345,26.857823606423533,0.0,0.2620920889274156,0.0,0.0,0.0,0.0,7.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2702,25860,25860,Björkboda,322,60.12133553286845,22.460376806880017,0.0,0.3479878455695175,0.0,0.0,0.0,0.0,7.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2703,41260,41260,Hoikankylä,729,62.569588086769095,25.334151633936976,0.0,0.3891046220849497,0.0,0.0,0.0,0.0,7.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2704,47310,47310,Haapa-Kimola,142,60.772967716705075,26.29906588351888,0.0,0.3479595004248577,0.00846867525122465,0.0,0.00508120515073479,0.0,7.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2705,56210,56210,Virmutjoki,700,61.40392051188262,28.81688006126207,0.0,0.3372054235603737,0.010239153056540376,0.0,0.006143491833924225,0.0,7.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2706,66220,66220,Bergö,475,63.00640640574264,21.022016348899992,0.0,0.3228777102582087,0.0,0.0,0.0,0.0,7.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2707,66660,66660,Bertby,946,63.242577352922055,22.180746821037143,0.0,0.3914677956758856,0.0,0.0,0.0,0.0,7.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2708,21570,21570,Sauvo Keskus,738,60.29292114715327,22.7404310507025,0.0,0.2343973279483657,0.0,0.0,0.0,0.0,7.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2709,29630,29630,Pomarkku Keskus,608,61.717833295233724,21.96161766364695,0.0,0.2582226343385209,0.0,0.0,0.0,0.0,7.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2710,31250,31250,Teuro,834,60.88247714409698,23.970120353385607,0.0,0.35922488296929,0.0,0.0,0.0,0.0,7.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2711,63355,63355,Seinäjärvi,010,62.43121306704377,23.413398123909996,0.0,0.3982656944331323,0.0,0.0,0.0,0.0,7.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2712,69850,69850,Patana,924,63.302868356079635,23.90367150766069,0.0,0.2501537631571883,0.23255931564878543,0.5,0.0,0.0,7.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2713,83160,83160,Tutjunniemi,426,62.432223469374236,29.649568692358688,0.0,0.3902207638201577,0.0,0.0,0.0,0.0,7.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2714,93400,93400,Taivalkoski Keskus,832,65.62691303900542,28.265511363049725,0.0,0.2433910403861406,0.0,0.0,0.0,0.0,7.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2715,99690,99690,Vuotso,758,68.17145153225928,27.239617014530186,0.0,0.3417034282029626,0.0,0.0,0.0,0.0,7.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2716,85980,85980,Köyhänperä,691,63.61790928983984,25.107945286225615,0.0,0.2380499957706517,0.2112787750860883,0.399884282270807,0.0,0.0,7.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2717,77140,77140,Huumala,593,62.3999219231294,26.766418620929397,0.0,0.4275612041249161,0.0,0.0,0.0,0.0,7.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2718,79810,79810,Karvion kanava,090,62.51159320541731,28.63755973834834,0.0,0.2538380610552599,0.21955266590853648,0.4534398287939798,0.0,0.0,7.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2719,89800,89800,Suomussalmi Keskus,777,64.95985930615736,29.331347905287263,0.0,0.2746362066022929,0.0,0.0,0.0,0.0,7.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2720,66820,66820,Komossa,946,63.19485990439988,22.52484756795895,0.0,0.3495924678518598,0.0,0.0,0.0,0.0,7.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2721,69750,69750,Sillanpää,924,63.42306114045666,23.995065315075088,0.0,0.2777447965789527,0.15111033450059885,0.32021613188376363,0.0,0.0,7.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2722,95160,95160,Oijärvi - Lamminperä,139,65.6832392134435,25.971247423945226,0.0,0.38638162286925,0.0,0.0,0.0,0.0,7.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2723,95900,95900,Kolari Keskus,273,67.21813580798174,23.68914301429977,0.0,0.2491115239352404,0.0,0.0,0.0,0.0,7.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2724,99710,99710,Vaalajärvi,758,67.41978326504997,26.092089800591072,0.0,0.3460077541918501,0.0,0.0,0.0,0.0,7.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2725,29900,29900,Merikarvia Keskus-Rannikko,484,61.87039744189849,21.43318591358588,0.0,0.2355064912943348,0.00846867525122465,0.0,0.00508120515073479,0.0,7.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2726,31370,31370,Eerikkilän Urheiluopisto,834,60.72420385981181,23.789034137399803,0.0,0.3527086702404793,0.16049249253511758,0.3642115127190502,0.24198010060869063,0.0,7.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2727,51820,51820,Hatsola,178,61.80784942720627,27.81063599236244,0.0,0.332416469470996,0.0,0.0,0.0,0.0,7.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2728,58390,58390,Rönkönvaara,740,62.364283370160805,29.244985167954702,0.0,0.4626613169293994,0.0,0.0,0.0,0.0,7.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2729,69830,69830,Pulkkinen,924,63.32640274986018,24.023895509801385,0.0,0.2540781572916716,0.16952101023571414,0.3783448945609394,0.0,0.0,7.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2730,72570,72570,Vuorikylä,595,63.2042356519111,26.51062239538063,0.0,0.2757845272269618,0.21710255169597953,0.43571873764728253,0.0,0.0,7.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2731,92620,92620,Piippola Keskus,791,64.13792407038987,26.086696370006536,0.0,0.272862670271934,0.0,0.0,0.0,0.0,7.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2732,93270,93270,Sotkajärvi,615,65.3706044258253,27.478682258390172,0.0,0.3162327774914588,0.0,0.0,0.0,0.0,7.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2733,99140,99140,Köngäs - Hanhivaara,261,67.91918621761228,24.879210731203965,0.0,0.3247665759129376,0.0,0.0,0.0,0.0,7.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2734,51810,51810,Maivala,178,61.81225735157708,27.694999273857622,0.0,0.3681045548385571,0.0,0.0,0.0,0.0,6.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2735,79160,79160,Saamaiskylä,420,62.64992967490121,27.78147420192061,0.0,0.4102544891287442,0.0,0.0,0.0,0.0,6.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2736,39620,39620,Kovesjoki,581,61.9757060127063,22.669399623280775,0.0,0.3440617503081218,0.00364725990863872,0.0,0.002188355945183232,0.0,6.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2737,92430,92430,Paavola - Huumola,748,64.60780424639782,25.34044157591764,0.0,0.2687662346855463,0.0,0.0,0.0,0.0,6.8,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2738,21750,21750,Norrskata,445,60.27779144440308,21.602983758166353,0.0,0.4019462653305686,0.0,0.0,0.0,0.0,6.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2739,34870,34870,Visuvesi,702,62.100038917610476,23.893083012034175,0.0,0.2856173702512069,0.010239153056540376,0.0,0.006143491833924225,0.0,6.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2740,42830,42830,Ylä-Kolkki,508,62.20688347486796,24.22992912766107,0.0,0.3816048185090123,0.0,0.0,0.71995299976084,0.0,6.7,kevyt alueellinen joukkoliikenneviesti,joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2741,63530,63530,Länsikylä,005,62.818768727108676,23.76772113907904,0.0,0.3567935463801607,0.0,0.0,0.0,0.0,6.7,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2742,44880,44880,Muurasjärvi,601,63.55613647563222,25.330905274131954,0.0,0.2746917132117631,0.00364725990863872,0.0,0.002188355945183232,0.0,6.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2743,49860,49860,Klamila,935,60.47997982156917,27.489326038611104,0.0,0.2635075404669642,0.0,0.0,0.0,0.0,6.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2744,61150,61150,Sydänmaa,010,62.69706437989621,23.240020777798197,0.0,0.3885478490768355,0.0,0.0,0.0,0.0,6.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2745,83950,83950,Ahmovaara,176,63.06075616705942,29.62344301748159,0.0,0.2940282418326816,0.005780770185576101,0.0,0.0034684621113456604,0.0,6.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2746,85840,85840,Kuona,069,63.76327803688975,25.54791048783951,0.0,0.3049613319289365,0.0,0.0,0.0,0.0,6.6,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2747,21590,21590,Karuna,738,60.256888383509775,22.54111713760456,0.0,0.2778714936281409,0.0,0.0,0.0,0.0,6.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2748,44530,44530,Ilmolahti,931,62.96513973864445,25.920107612248568,0.0,0.3168429986194127,0.0,0.0,0.0,0.0,6.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2749,52850,52850,Halmeniemi,507,61.226832627719524,27.294785691180547,0.0,0.3645123083645429,0.0,0.0,0.0,0.0,6.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2750,56310,56310,Syyspohja,700,61.41397479319043,28.47367795529841,0.0,0.3292002140385403,0.010941779725916272,0.0,0.006565067835549763,0.0,6.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2751,64480,64480,Skaftung,287,62.13967585181398,21.3124996298066,0.0,0.3131692084950122,0.010941779725916272,0.0,0.006565067835549763,0.0,6.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2752,72430,72430,Kumpula,595,63.382547487759254,26.888867139392982,0.0,0.2340624463873454,0.17938657785079862,0.37663646760788394,0.0,0.0,6.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2753,72550,72550,Säviä,595,63.192059743377115,26.61619934271604,0.0,0.2826184809184559,0.050276822217497345,0.09195089197296714,0.0,0.0,6.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2754,74470,74470,Paloinen,402,63.49809031468176,27.91415034999798,0.0,0.3357137390657614,0.00846867525122465,0.0,0.00508120515073479,0.0,6.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2755,79350,79350,Itä-Soisalo,420,62.5524681357092,28.37187261772965,0.0,0.3853562534742555,0.0,0.0,0.0,0.0,6.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2756,99540,99540,Torvinen,758,67.20617750137151,26.537573658089087,0.0,0.3354846729188063,0.0,0.0,0.0,0.0,6.5,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2757,17800,17800,Kuhmoinen Keskus,291,61.57967954088624,25.095019677452026,0.0,0.2243580727704218,0.0,0.0,0.0,0.0,6.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2758,51340,51340,Hännilä-Särkiharju,213,61.99047795071358,26.397933442635946,0.0,0.3010697617329216,0.0,0.0,0.0,0.0,6.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2759,51440,51440,Vuojalahti,213,61.998575485634724,26.837162502168386,0.0,0.308801858185791,0.0,0.0,0.0,0.0,6.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2760,52200,52200,Puumala Keskus,623,61.53416900862644,28.26493761301041,0.0,0.2190206981866028,0.0,0.0,0.0,0.0,6.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2761,52970,52970,Pankalahti-Ahvenainen,507,61.31741333212169,26.584891534491938,0.0,0.3715921815090759,0.0,0.0,0.0,0.0,6.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2762,72530,72530,Säviäntaipale,595,63.12604902929622,26.70451123389805,0.0,0.2565654562178502,0.1193891946964066,0.24474619143545934,0.0,0.0,6.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2763,95800,95800,Sieppijärvi - Taapajärvi,273,67.11736818856798,24.181044469849663,0.0,0.2810004827084574,0.0,0.0,0.0,0.0,6.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2764,97420,97420,Lohiniva,261,67.23408323146047,24.991589037194835,0.0,0.2894892196044227,0.0,0.0,0.0,0.0,6.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2765,98450,98450,Kostamo,320,66.87733981352814,27.54985473310439,0.0,0.3077062287507216,0.005780770185576101,0.0,0.0034684621113456604,0.0,6.4,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2766,10270,10270,Barösund,149,59.945770357236775,23.91793201018636,0.0,0.3157164877393487,0.00364725990863872,0.0,0.002188355945183232,0.0,6.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2767,21740,21740,Utö,445,59.80142983646313,21.476110703725826,0.0,0.3774222775111923,0.0,0.0,0.0,0.0,6.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2768,31730,31730,Honkola,887,61.14378915958664,23.41579763535293,0.0,0.3378764257537439,0.0,0.0,0.0,0.0,6.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2769,35750,35750,Väärinmaja,702,61.97241817610339,24.19946405851173,0.0,0.2925995659127336,0.0,0.0,0.0,0.0,6.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2770,92450,92450,Luohua,748,64.4971521474017,25.302159984715605,0.0,0.2850760521034802,0.0,0.0,0.0,0.0,6.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2771,72710,72710,Vaaraslahti,595,63.397173321289166,26.646628554938186,0.0,0.2517446513359599,0.05494527823191175,0.1229112701158391,0.0,0.0,6.3,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2772,34910,34910,Äijänneva,936,62.325084235017655,23.505745949328592,0.0,0.3355572192492683,0.0,0.0,0.0,0.0,6.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2773,99550,99550,Aska - Orakylä,758,67.25872163466704,26.73652065654081,0.0,0.3427151321233489,0.0,0.0,0.0,0.0,6.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2774,44630,44630,Kumpumäki,931,63.217776830951294,26.025276477915472,0.0,0.3257424151384911,0.0,0.0,0.0,0.0,6.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2775,46530,46530,Kannuskoski,441,60.99022782817414,27.22962131248239,0.0,0.3249964831915968,0.0,0.0,0.0,0.0,6.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2776,54770,54770,Heituinlahti,739,61.14223957379196,27.35302465527968,0.0,0.2590801605008641,0.00364725990863872,0.0,0.002188355945183232,0.0,6.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2777,72810,72810,Jylhänkylä,595,63.26700977595418,26.536634795878356,0.0,0.252568091934747,0.15280998034981244,0.3494698436970356,0.0,0.0,6.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2778,99930,99930,Sevettijärvi - Näätämö,148,69.56250205389239,28.490001069084062,0.0,0.2952275890290734,0.0,0.0,0.0,0.0,6.2,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2779,99555,99555,Luosto,758,67.19640853194926,26.895977794078306,0.0,0.32800782656486,0.0,0.0,0.0,0.0,6.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2780,42930,42930,Katajamäki,249,62.32011832405615,24.20384640929266,0.0,0.3525900681650348,0.0,0.0,0.0,0.0,6.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2781,86850,86850,Hiidenniemi,626,63.56833546638572,25.683962135997653,0.0,0.3074762363062757,0.0,0.0,0.0,0.0,6.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2782,92330,92330,Karinkanta,748,64.88810685317681,24.91064638299797,0.0,0.295792236148122,0.0,0.0,0.0,0.0,6.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2783,98360,98360,Vuostimo,320,67.0022758643792,27.474322660376487,0.0,0.3201303997424652,0.0,0.0,0.0,0.0,6.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2784,99910,99910,Kaamanen - Partakko,148,69.20369939388733,27.047752074889733,0.0,0.3263405163879004,0.0,0.0,0.0,0.0,6.1,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2785,41530,41530,Veneranta,077,62.37043984676295,26.31962151004907,0.0,0.3021741882858861,0.010239153056540376,0.0,0.006143491833924225,0.0,6.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2786,41980,41980,Kuivasmäki,592,62.369267028708286,25.193417004746262,0.0,0.2793292957632005,0.0,0.0,0.0,0.0,6.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2787,51780,51780,Kuosmala,178,61.731351460093535,27.717654599642874,0.0,0.3197859026543482,0.0,0.0,0.0,0.0,6.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2788,66200,66200,Korsnäs Keskus,280,62.820839787486776,21.152691824201206,0.0,0.2156733904869032,0.0,0.0,0.0,0.0,6.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2789,82300,82300,Rääkkylä Keskus,707,62.26404964435017,29.62815429938694,0.0,0.1838908412727875,0.12808549173507092,0.29055559381709073,0.0,0.0,6.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2790,97900,97900,Posio Keskus,614,66.07689118983936,28.19247233575391,0.0,0.2009634956623427,0.007294519817277496,0.0,0.004376711890366498,0.0,6.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2791,98230,98230,Luusua - Karsimus,320,66.48305527554353,27.395823477546305,0.0,0.3140148804731442,0.0,0.0,0.0,0.0,6.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2792,99340,99340,Raattama - Pallastunturi,261,68.1942732293767,24.28184002712411,0.0,0.3177134212044199,0.0,0.0,0.0,0.0,6.0,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
2793,74390,74390,Laakajärvi,765,63.78306700201542,28.159861019432476,0.0,0.3547843737617748,0.0,0.0,0.0,0.0,5.9,kevyt alueellinen joukkoliikenneviesti,pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
