area_id,postal_code,area_name,municipality_code,lat,lon,population_final,employed_residents_final,estimated_commuters_base,estimated_car_commute_share,estimated_switchers,jspi_score,jspi_score_original,jspi_score_v2,national_absolute_potential_score,national_absolute_potential_rank,underused_transit_potential_score,underused_transit_potential_rank,primary_analysis_view,potential_persons_score,underuse_score,car_pressure_score,emission_congestion_score,ad_feasibility_score,public_transport_service_score,accessibility_score,travel_time_competitiveness_score_final,nearest_transit_stop_distance_m,rail_nearest_distance_m,liipi_nearest_distance_m,recommended_campaign_type,recommendation_reason,message_angle,data_confidence_score,data_confidence_level,commuting_data_source,confidence_missing_reasons,rank,hotspot_source_view,hotspot_rank,priority,campaign_lat,campaign_lon,campaign_point_type
00640,00640,Oulunkylä - Patola,091,60.233185369105485,24.957195557260942,8719.0,4159.0,1455.6499999999999,0.7188911739816656,935.7192076656498,92.4,90.2,92.4,98.5,60,97.7,9,balanced,0.9968118042209712,0.7040137498318614,0.938266748283642,0.895290414589166,0.9947570899676701,0.9999736725782498,0.9964986646604574,0.9985836694111327,66.67283947996188,717.053927125429,401.02982637877403,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,12,balanced_jspi,12,erittäin korkea,60.233185369105485,24.957195557260942,nearby_rail_station_or_station_area
00170,00170,Kruununhaka,091,60.172758449278625,24.95637195027334,7385.0,4036.0,1412.6,0.7197328272086196,914.7825481358924,92.4,90.2,92.4,97.9,68,97.9,6,balanced,0.9935187187229756,0.7070244430275462,0.9429601511589988,0.8952037709665374,0.9999654185763616,0.9996541857636168,1.0,0.99979251145817,4.816314462770725,795.404496673166,498.7429372153959,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,13,balanced_jspi,13,erittäin korkea,60.172758449278625,24.95637195027334,nearby_rail_station_or_station_area
00400,00400,Pohjois-Haaga,091,60.22853458644959,24.897651204035263,9187.0,4408.0,1542.8,0.7170958330846102,994.3443697737407,92.2,89.9,92.2,98.9,49,97.4,14,balanced,1.0,0.6963012858194576,0.928310183803391,0.8944948123865843,0.9989277339216726,1.0,0.9992605061528776,0.9997042024611511,111.92118853437425,770.1657813783348,423.6443536289132,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,14,balanced_jspi,14,erittäin korkea,60.22853458644959,24.897651204035263,nearby_rail_station_or_station_area
00120,00120,Punavuori - Bulevardi,091,60.16372986316543,24.938584537844307,7297.0,3979.0,1392.6499999999999,0.7198633340806151,894.0576725201715,92.2,90.1,92.2,97.6,75,97.8,7,balanced,0.9901839438856708,0.7073828577653369,0.9436851893367508,0.8937275556866697,0.9945573039979618,0.9985437258219703,0.9952900409946813,0.9972422518910546,97.94176472149975,856.3912886239548,667.8737509606293,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,15,balanced_jspi,15,erittäin korkea,60.16372986316543,24.938584537844307,nearby_rail_station_or_station_area
00610,00610,Käpylä,091,60.211768210291396,24.956314972998026,7993.0,3984.0,1394.3999999999999,0.7199704184797473,881.0462682351341,92.1,90.0,92.1,97.6,76,97.6,12,balanced,0.9880506295392499,0.7076325878114554,0.9442801026652636,0.8944822026496554,0.9865745611493233,0.996659253376537,0.9860076901912073,0.9923986281024052,76.53321783104745,1073.1988349854223,912.0373452944825,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,16,balanced_jspi,16,erittäin korkea,60.211768210291396,24.956314972998026,nearby_rail_station_or_station_area
00180,00180,Kamppi - Ruoholahti,091,60.16194759268494,24.910835884790366,14784.0,7687.0,2690.45,0.7155887138466546,1639.139514466292,91.9,89.6,91.9,99.8,15,96.2,29,balanced,1.0,0.6844547491364611,0.9199303329415388,0.9199303329415388,0.984015760523306,0.9850539639627671,0.9692400175348023,0.9787283853915811,169.0303001551481,1908.1340642176278,160.77055116163874,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,17,balanced_jspi,17,erittäin korkea,60.16194759268494,24.910835884790366,nearby_rail_station_or_station_area
00350,00350,Munkkivuori - Niemenmäki,091,60.208081129477776,24.86000093970567,9914.0,5157.0,1804.9499999999998,0.7231874619359824,1067.9142637374339,91.9,89.9,91.9,99.1,39,95.7,34,balanced,1.0,0.6799668069051422,0.9380138725941408,0.9275862897211106,0.9659298401373796,0.9528440530857984,0.9629770717763491,0.9568972605620187,147.3688733345996,1695.295451713844,1073.096535338019,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,18,balanced_jspi,18,erittäin korkea,60.208081129477776,24.86000093970567,nearby_rail_station_or_station_area
00270,00270,Pohjois-Meilahti,091,60.193909853396704,24.903060336242913,7220.0,3888.0,1360.8,0.7214142615982919,819.2418046501328,91.7,89.7,91.7,96.6,85,97.0,19,balanced,0.9774675155992433,0.7119980171785893,0.9523014533238447,0.89833481857933,0.962461831746756,0.9892720399520547,0.9584101493337199,0.9769272837047208,102.47065927330793,1677.3087328097592,1593.0252598784684,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,19,balanced_jspi,19,erittäin korkea,60.193909853396704,24.903060336242913,nearby_rail_station_or_station_area
00220,00220,Jätkäsaari,091,60.15368001018816,24.918023091491243,11152.0,6269.0,2194.1499999999996,0.7206039602344921,1228.5150668287758,91.6,89.7,91.6,99.2,36,94.6,53,balanced,1.0,0.6665515579641934,0.9422309737033444,0.9422309737033444,0.9535672957213623,0.9221135097208992,0.9451231124767439,0.9313173508232371,68.32568159710414,2306.1294850141726,990.4046909002799,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,20,balanced_jspi,20,erittäin korkea,60.15368001018816,24.918023091491243,nearby_rail_station_or_station_area
00720,00720,Pukinmäki,091,60.246248869315785,24.989127816912102,9079.0,3897.0,1363.9499999999998,0.7183358513981285,872.2161026731046,91.6,89.3,91.6,97.7,73,97.1,18,balanced,0.9865848582198945,0.6970208707679578,0.9322090360065788,0.8797286061083917,0.9936829459267819,0.995514792358797,0.9959527356488981,0.9956899696748375,28.847279691311524,496.10725155548704,441.51098273530937,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,21,balanced_jspi,21,erittäin korkea,60.246248869315785,24.989127816912102,nearby_rail_station_or_station_area
00580,00580,Kalasatama - Kyläsaari,091,60.194554749845395,24.979686769447383,8148.0,4863.0,1702.05,0.7216934658106565,965.8349882092213,91.5,89.7,91.5,98.4,63,94.7,52,balanced,1.0,0.6668486639799858,0.944829013583026,0.9253807200985709,0.9660308672362687,0.9203865622043557,0.9510371676256655,0.9326468043728795,185.41661720547222,2455.5701008771493,751.7192463287056,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,22,balanced_jspi,22,erittäin korkea,60.194554749845395,24.979686769447383,nearby_rail_station_or_station_area
00250,00250,Taka-Töölö,091,60.18457969442993,24.89493520619713,11597.0,6671.0,2334.85,0.7262166856793176,1155.111928451629,91.3,89.6,91.3,98.9,48,93.2,69,balanced,1.0,0.6645754585721614,0.9545412718747384,0.9545412718747384,0.8746466662182283,0.8963474862809097,0.8881232484549056,0.893057791150508,302.07207722102095,2549.567750120722,2433.5596787938193,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,23,balanced_jspi,23,erittäin korkea,60.18457969442993,24.89493520619713,nearby_rail_station_or_station_area
00150,00150,Punavuori - Eira - Hernesaari,091,60.1500095302797,24.929255282234703,9720.0,5416.0,1895.6,0.7236930539159395,1020.0812285060266,91.3,89.5,91.3,98.8,55,93.9,58,balanced,1.0,0.6592932592146173,0.9472000832157405,0.9441566162547439,0.933721782369106,0.9019863379724484,0.9302257559317672,0.9132821051561759,153.37104351102073,2444.8055309253914,1598.46590171828,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,24,balanced_jspi,24,erittäin korkea,60.1500095302797,24.929255282234703,nearby_rail_station_or_station_area
00430,00430,Maununneva - Kuninkaantammi,091,60.254120834103915,24.89636736956652,8691.0,4190.0,1466.5,0.7213062622943998,853.4981050379772,91.2,89.1,91.2,97.3,78,95.8,33,balanced,0.9834281079372009,0.6927921397422514,0.9403989353520932,0.8984511307376551,0.93351807801082,0.9695772240904101,0.9474744584508248,0.960736117834576,44.604835358777656,1901.4643287981603,1423.3603281048956,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,25,balanced_jspi,25,erittäin korkea,60.254120834103915,24.89636736956652,nearby_rail_station_or_station_area
00940,00940,Kontula - Vesala - Kivikko,091,60.24084602262441,25.09125760308173,26432.0,9646.0,3376.1,0.7223553328789051,1778.0343749244926,91.1,90.1,91.1,99.1,42,89.3,97,national_absolute_potential,1.0,0.6703156641309882,0.955192938121188,0.955192938121188,0.9462426725019323,0.9077493403509285,0.9076136333988911,0.9076950575701135,217.74355975035166,4090.9492974148643,604.7391342361714,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Hyvä pysäkkisaavutettavuus ja tiheä tarjonta – kokeile työmatkaa bussilla.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,26,balanced_jspi,26,erittäin korkea,60.24084602262441,25.09125760308173,nearby_transit_stop_corridor
00630,00630,Maunula,091,60.23330995659234,24.927080505230624,8536.0,3726.0,1304.1,0.7199449561816674,798.5017912248423,91.1,89.1,91.1,96.5,86,96.2,28,balanced,0.973736541361044,0.7029849685437596,0.9432858961066338,0.8833564605077125,0.973214321746027,0.987000675715745,0.968833194417617,0.9797336831964938,89.03920481992614,1758.4519326713037,209.2170701406864,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,27,balanced_jspi,27,erittäin korkea,60.23330995659234,24.927080505230624,nearby_rail_station_or_station_area
00750,00750,Tapulikaupunki,091,60.2797395976605,25.03589210822129,9389.0,4060.0,1421.0,0.715964431589839,905.4566856397265,91.0,88.6,91.0,98.2,65,96.4,25,balanced,0.9920275624546393,0.680630259216348,0.9150177414309476,0.8695513586417191,0.9906970918046675,0.9894896822310963,0.9983168628759778,0.9930205544890489,264.3255240931506,381.1403582274462,220.9336898490549,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,28,balanced_jspi,28,erittäin korkea,60.2797395976605,25.03589210822129,nearby_rail_station_or_station_area
01350,01350,Hiekkaharju,092,60.30520209581928,25.036462617373292,10533.0,4959.0,1735.6499999999999,0.7104100586838321,1090.5209187522269,90.8,88.0,90.8,99.4,29,96.7,20,balanced,1.0,0.6626017412668057,0.8874434117694163,0.8719742981574684,0.9886665556190606,0.9933115223025528,0.9933463458016607,0.9933254517021959,125.08006160798726,711.017453535308,678.1306928156822,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,29,balanced_jspi,29,erittäin korkea,60.30520209581928,25.036462617373292,nearby_rail_station_or_station_area
00370,00370,Reimarla,091,60.222882537363496,24.854442624083674,6666.0,3078.0,1077.3,0.7213822521359033,695.5483406477795,90.7,88.5,90.7,94.5,99,97.7,11,balanced,0.9536540543646096,0.7112950782281626,0.9502716883603262,0.8606246984316134,0.9821317993550274,0.997222098074628,0.9981399018503898,0.9975892195849327,229.92223830834678,278.3147195307239,130.6837964692135,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,30,balanced_jspi,30,erittäin korkea,60.222882537363496,24.854442624083674,nearby_rail_station_or_station_area
01600,01600,Myyrmäki,092,60.26653936057732,24.845181975275413,19159.0,7696.0,2693.6,0.7092975602498701,1687.5459830537357,90.6,88.0,90.6,100.0,3,95.3,45,balanced,1.0,0.6627394861673845,0.8840441199023097,0.8840441199023097,0.9863539785740228,0.9979063619740645,0.9907333395700804,0.9950371530124709,157.01089485479363,633.7877413732102,595.0576203839182,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,Junalla työmatka ilman ruuhkaa ja keskustapysäköinnin vaivaa.,0.73,keskitaso,fallback_default_share,statfin_commuting_missing; od_sample_missing,32,balanced_jspi,31,erittäin korkea,60.26653936057732,24.845181975275413,nearby_rail_station_or_station_area
